Project_ID,Length_km,Voltage_kV,Terrain,Estimated_Cost,Actual_Cost,Planned_Duration,Actual_Duration,Weather_Risk,Contractor_Experience,Material_Cost_Index,Labor_Availability
P02992,306,765,Desert,381704400.0,468061509.46,29,35,Medium,17,1.26,68
P02993,272,132,Hilly,80947200.0,108681771.97,13,17,Low,8,1.24,82
P02994,191,400,Plain,152418000.0,161955529.65,23,24,Low,8,1.33,81
P02995,276,220,Hilly,165765600.0,243418096.14,26,38,High,18,1.43,89
P02996,342,220,Forest,199180800.0,219180049.9,16,17,Medium,10,1.28,76
P02997,182,765,Forest,238492800.0,362308429.42,12,18,High,8,1.12,87
P02998,139,220,Plain,59353000.0,92169721.59,28,43,High,16,1.22,55
P02999,237,220,Desert,130480350.0,140546391.8,29,31,Medium,11,1.43,72
P03000,312,400,Hilly,269568000.0,309606426.77,28,32,Low,6,1.2,76
P03001,179,400,Forest,202449000.0,205641348.02,28,28,Low,7,1.45,95
P03002,182,765,Plain,244062000.0,258910786.88,24,25,Low,18,1.49,92
P03003,243,765,Plain,312741000.0,424553769.23,25,33,Low,4,1.43,88
P03004,272,220,Hilly,133660800.0,187032361.02,28,39,Medium,15,1.17,79
P03005,153,765,Hilly,176806800.0,236503658.79,10,13,Low,17,1.07,89
P03006,228,220,Forest,135899400.0,201099884.57,24,35,Medium,10,1.31,72
P03007,76,765,Plain,83448000.0,94810834.84,26,29,High,16,1.22,85
P03008,36,132,Forest,13478400.0,18271685.12,23,31,Medium,8,1.44,66
P03009,290,132,Desert,64438000.0,66262288.29,24,24,High,16,1.01,86
P03010,79,765,Hilly,104943600.0,134075756.0,16,20,High,16,1.23,56
P03011,80,400,Desert,54384000.0,75983932.76,12,16,High,4,1.03,63
P03012,168,132,Hilly,49593600.0,59227862.85,11,13,Low,3,1.23,91
P03013,153,220,Hilly,86751000.0,150865431.84,9,15,High,17,1.35,68
P03014,98,132,Hilly,33868800.0,46448096.23,16,21,Medium,4,1.44,90
P03015,266,765,Desert,379209600.0,484254371.25,14,17,High,12,1.44,66
P03016,251,765,Desert,250974900.0,262871887.72,21,21,Low,8,1.01,94
P03017,76,220,Forest,38383800.0,51866325.67,12,16,High,4,1.11,91
P03018,77,220,Plain,39616500.0,41779264.15,12,12,Medium,16,1.47,69
P03019,89,765,Forest,138492900.0,189170478.28,26,35,Medium,12,1.33,67
P03020,168,220,Hilly,100900800.0,154223328.82,16,24,High,12,1.43,62
P03021,302,132,Desert,88365200.0,94113932.91,29,30,Medium,16,1.33,67
P03022,45,400,Desert,41877000.0,53669265.25,26,33,Medium,5,1.41,62
P03023,93,400,Hilly,70977600.0,109287691.08,19,29,High,12,1.06,73
P03024,246,765,Desert,248410800.0,225542612.33,17,15,Low,8,1.02,75
P03025,170,765,Hilly,249696000.0,335451451.11,21,28,High,6,1.36,92
P03026,164,220,Desert,75768000.0,87763267.77,10,11,Medium,4,1.2,75
P03027,30,220,Hilly,13104000.0,15672892.31,22,26,Low,3,1.04,91
P03028,313,220,Desert,162681750.0,187747225.21,24,27,Medium,7,1.35,92
P03029,168,400,Desert,157449600.0,192686385.09,15,18,High,18,1.42,87
P03030,261,132,Forest,82789200.0,125304982.49,10,15,High,18,1.22,71
P03031,40,132,Plain,10640000.0,11868827.8,24,26,High,18,1.33,82
P03032,147,220,Forest,67553850.0,113454764.42,29,48,High,14,1.01,66
P03033,271,400,Forest,247314600.0,267841999.76,20,21,Low,9,1.17,71
P03034,342,400,Plain,233928000.0,245583964.75,24,25,High,16,1.14,91
P03035,341,400,Forest,385671000.0,606279195.09,17,26,High,11,1.45,63
P03036,34,132,Plain,7140000.0,9980998.01,13,18,Medium,12,1.05,69
P03037,133,132,Desert,41256600.0,53326483.74,25,32,Medium,7,1.41,86
P03038,194,132,Hilly,53544000.0,66425419.63,18,22,Medium,15,1.15,60
P03039,177,220,Forest,107111550.0,116817393.5,14,15,Medium,10,1.33,93
P03040,331,765,Forest,518941800.0,569850725.16,27,29,Low,8,1.34,67
P03041,136,400,Desert,97838400.0,97187781.31,26,25,Low,18,1.09,85
P03042,37,400,Forest,30591600.0,41541799.7,14,19,High,12,1.06,95
P03043,119,132,Desert,37699200.0,49732788.33,24,31,High,5,1.44,84
P03044,307,400,Plain,204462000.0,244544382.21,9,10,Medium,6,1.11,92
P03045,193,400,Forest,213766800.0,293561011.34,11,15,Medium,4,1.42,78
P03046,210,132,Plain,45780000.0,48351215.97,27,28,Medium,18,1.09,80
P03047,269,132,Hilly,67142400.0,85343567.63,30,38,Medium,10,1.04,82
P03048,136,220,Forest,76112400.0,87760447.37,19,21,Medium,16,1.23,71
P03049,206,400,Desert,144117600.0,192322142.96,23,30,Medium,5,1.06,57
P03050,37,220,Hilly,21289800.0,31153617.81,25,36,High,16,1.37,70
P03051,71,132,Forest,23259600.0,38645691.81,11,18,Medium,5,1.26,66
P03052,318,132,Hilly,112190400.0,179088516.9,14,22,High,15,1.47,79
P03053,49,400,Desert,39454800.0,45398024.21,28,32,Medium,18,1.22,79
P03054,71,132,Plain,18602000.0,21710431.58,12,14,Low,11,1.31,75
P03055,200,765,Plain,216000000.0,208784031.24,16,15,Low,10,1.2,77
P03056,120,132,Desert,31680000.0,32102810.17,26,26,Medium,13,1.2,92
P03057,113,220,Desert,44375100.0,55511302.57,14,17,High,7,1.02,59
P03058,287,400,Forest,282063600.0,492556531.29,26,45,High,5,1.26,74
P03059,182,220,Plain,75166000.0,85626381.08,20,22,Low,6,1.18,86
P03060,201,400,Forest,166186800.0,180921793.03,24,26,Medium,14,1.06,70
P03061,62,220,Forest,31031000.0,43041308.85,11,15,High,15,1.1,55
P03062,193,765,Desert,277051500.0,291092794.57,16,16,Low,4,1.45,84
P03063,136,765,Forest,184579200.0,298201110.01,17,27,Medium,3,1.16,59
P03064,287,220,Plain,115517500.0,118686583.97,9,9,Medium,17,1.15,56
P03065,317,765,Hilly,489574800.0,824352307.44,13,21,High,4,1.43,91
P03066,148,132,Plain,36704000.0,42453627.48,29,33,Medium,12,1.24,69
P03067,217,132,Forest,76731200.0,98328498.85,12,15,Low,16,1.36,58
P03068,82,220,Desert,32201400.0,42263707.54,30,39,Medium,13,1.02,69
P03069,80,765,Forest,126360000.0,136777874.19,13,14,Medium,7,1.35,74
P03070,112,220,Forest,59623200.0,80772033.43,18,24,Low,12,1.17,85
P03071,113,132,Hilly,33357600.0,50524977.54,14,21,High,8,1.23,63
P03072,266,400,Desert,214183200.0,257419433.05,23,27,High,18,1.22,71
P03073,36,765,Hilly,49377600.0,91136222.79,28,51,High,6,1.27,60
P03074,282,400,Desert,191703600.0,238216470.36,16,19,Low,8,1.03,58
P03075,90,132,Forest,33462000.0,45260427.28,11,14,High,13,1.43,75
P03076,207,132,Plain,55062000.0,62769086.47,23,26,Medium,6,1.33,80
P03077,233,132,Forest,89052600.0,95005559.88,10,10,Low,8,1.47,61
P03078,275,132,Plain,78100000.0,96793552.14,17,21,Medium,15,1.42,73
P03079,104,400,Forest,120057600.0,154293542.54,8,10,Low,13,1.48,78
P03080,34,132,Plain,7140000.0,7771848.98,25,27,Medium,10,1.05,69
P03081,237,765,Hilly,360903600.0,424253398.23,17,19,Low,7,1.41,58
P03082,175,400,Hilly,133560000.0,169505409.81,21,26,High,8,1.06,69
P03083,73,132,Hilly,24878400.0,38257409.6,23,35,Medium,6,1.42,61
P03084,196,765,Hilly,270950400.0,382388210.71,28,39,Medium,12,1.28,85
P03085,164,132,Hilly,51168000.0,70052134.75,21,28,High,13,1.3,62
P03086,159,220,Plain,75684000.0,72068961.92,12,11,Low,17,1.36,82
P03087,225,765,Desert,296257500.0,261805000.73,19,16,Low,16,1.33,92
P03088,220,765,Desert,289674000.0,383359473.64,27,35,Medium,6,1.33,66
P03089,168,765,Plain,178416000.0,210325849.9,9,10,Medium,17,1.18,77
P03090,73,765,Desert,83110500.0,83260180.38,11,11,Low,3,1.15,85
P03091,211,765,Hilly,252946800.0,309265046.18,22,26,Low,10,1.11,58
P03092,165,220,Hilly,72765000.0,104246447.62,8,11,High,14,1.05,80
P03093,56,400,Desert,40286400.0,54739767.89,22,29,Low,4,1.09,74
P03094,298,765,Hilly,363679200.0,587532694.41,22,35,Low,3,1.13,64
P03095,190,400,Plain,133380000.0,156113629.98,10,11,Low,13,1.17,81
P03096,283,400,Forest,231777000.0,345239454.21,11,16,Low,5,1.05,84
P03097,322,400,Forest,351624000.0,563179883.99,26,41,High,4,1.4,80
P03098,198,765,Desert,284229000.0,327469159.19,17,19,High,13,1.45,86
P03099,149,400,Plain,102810000.0,123577511.54,16,19,Low,5,1.15,68
P03100,248,220,Hilly,120825600.0,169992081.2,13,18,Medium,3,1.16,89
P03101,305,132,Desert,81862000.0,114403014.66,9,12,High,14,1.22,82
P03102,311,400,Plain,272436000.0,380535175.48,23,32,Medium,9,1.46,59
P03103,124,132,Desert,38192000.0,47419626.06,13,16,Medium,14,1.4,95
P03104,277,400,Hilly,247305600.0,340147473.1,21,28,Medium,11,1.24,69
P03105,167,220,Forest,91182000.0,116288191.42,12,15,High,11,1.2,75
P03106,129,132,Plain,37668000.0,42536362.7,25,28,High,11,1.46,66
P03107,255,765,Plain,309825000.0,340626634.92,15,16,Medium,11,1.35,73
P03108,76,220,Forest,37346400.0,47813722.43,20,25,High,10,1.08,78
P03109,303,765,Desert,317968200.0,369841672.76,18,20,Low,3,1.06,83
P03110,44,400,Hilly,40233600.0,64365985.09,18,28,Low,3,1.27,58
P03111,147,765,Forest,239066100.0,239704882.46,18,18,Low,15,1.39,83
P03112,214,132,Desert,48492400.0,61186009.48,8,10,Medium,13,1.03,95
P03113,257,400,Forest,238547400.0,326974900.63,21,28,Medium,18,1.19,72
P03114,50,220,Hilly,24360000.0,30272145.18,24,29,Medium,18,1.16,64
P03115,120,132,Forest,34632000.0,38661249.38,12,13,Medium,8,1.11,93
P03116,102,400,Forest,112179600.0,134710473.5,21,25,High,7,1.41,76
P03117,90,220,Hilly,46872000.0,60621028.44,12,15,Medium,8,1.24,74
P03118,200,400,Plain,151200000.0,176012607.43,27,31,Medium,4,1.26,89
P03119,138,220,Hilly,61437600.0,94864963.0,20,30,Low,4,1.06,65
P03120,308,132,Desert,73180800.0,97150635.91,15,19,High,16,1.08,82
P03121,75,220,Plain,34387500.0,41741059.9,28,33,High,14,1.31,60
P03122,250,220,Desert,101062500.0,109821090.43,20,21,Low,15,1.05,86
P03123,134,765,Hilly,156297600.0,190413478.14,10,12,High,17,1.08,95
P03124,145,400,Plain,122670000.0,152026695.43,25,30,Low,13,1.41,60
P03125,183,400,Plain,152622000.0,206102856.75,17,22,High,9,1.39,74
P03126,41,400,Hilly,38080800.0,48658964.94,16,20,High,14,1.29,93
P03127,169,765,Forest,221457600.0,257646370.04,18,20,Low,13,1.12,56
P03128,115,765,Plain,124200000.0,125441225.17,16,16,Medium,8,1.2,91
P03129,67,765,Desert,96178500.0,138221371.53,23,33,High,16,1.45,86
P03130,111,132,Forest,41269800.0,63539408.89,12,18,High,12,1.43,67
P03131,158,220,Forest,99927100.0,174543128.94,27,47,Medium,3,1.39,63
P03132,275,220,Forest,141391250.0,233644914.9,13,21,Medium,3,1.13,83
P03133,135,132,Desert,31779000.0,38631123.51,29,35,Medium,8,1.07,93
P03134,319,220,Desert,135096500.0,186803052.75,15,20,Medium,4,1.1,91
P03135,84,765,Hilly,116121600.0,133471817.2,13,14,Low,8,1.28,87
P03136,318,400,Forest,302608800.0,348346267.26,19,21,Low,14,1.22,73
P03137,202,765,Plain,185436000.0,242369448.95,14,18,Low,9,1.02,68
P03138,326,400,Forest,325478400.0,438227005.4,16,21,Low,11,1.28,84
P03139,105,400,Desert,71379000.0,78603570.82,12,13,Low,12,1.03,85
P03140,97,132,Hilly,30962400.0,58262084.9,25,47,High,5,1.33,58
P03141,37,765,Hilly,53146800.0,80358840.57,30,45,High,17,1.33,76
P03142,256,765,Hilly,384307200.0,549743536.72,11,15,Low,17,1.39,60
P03143,64,132,Forest,24460800.0,25035480.04,23,23,Low,9,1.47,94
P03144,117,400,Desert,82625400.0,109661365.98,18,23,Medium,10,1.07,64
P03145,322,400,Hilly,250387200.0,330036238.34,14,18,Medium,7,1.08,81
P03146,206,765,Forest,267532200.0,354421115.78,24,31,Medium,4,1.11,81
P03147,305,220,Desert,120947750.0,125482744.93,19,19,Medium,17,1.03,83
P03148,87,765,Forest,120112200.0,140192724.93,29,33,Low,11,1.18,76
P03149,94,765,Forest,161670600.0,207745089.31,24,30,Medium,15,1.47,80
P03150,218,765,Desert,278407800.0,398670904.63,16,22,High,15,1.29,79
P03151,225,220,Hilly,129465000.0,143189939.09,13,14,Medium,9,1.37,91
P03152,133,765,Hilly,191041200.0,248155626.3,17,22,High,5,1.33,70
P03153,292,220,Hilly,128772000.0,162532521.8,16,20,Low,7,1.05,62
P03154,107,765,Plain,116523000.0,137855663.01,19,22,Medium,12,1.21,72
P03155,153,400,Forest,159915600.0,273228885.15,21,35,High,6,1.34,59
P03156,89,132,Plain,18156000.0,23614248.18,23,29,Medium,17,1.02,64
P03157,279,400,Plain,202554000.0,289130167.26,10,14,High,18,1.21,80
P03158,166,132,Hilly,58564800.0,64013618.73,30,32,Medium,12,1.47,83
P03159,319,765,Desert,429501600.0,493701202.51,25,28,Medium,5,1.36,59
P03160,205,220,Plain,104037500.0,98418433.36,17,16,Low,18,1.45,90
P03161,199,400,Forest,197129400.0,285684219.83,28,40,High,4,1.27,69
P03162,40,132,Hilly,11424000.0,16607235.05,30,43,High,11,1.19,62
P03163,117,132,Desert,37065600.0,45563584.08,30,36,Medium,14,1.44,62
P03164,163,220,Hilly,97213200.0,114939186.27,28,33,Low,9,1.42,56
P03165,134,220,Hilly,68098800.0,101369807.74,22,32,Medium,5,1.21,64
P03166,199,765,Hilly,225666000.0,287210031.11,30,38,Low,3,1.05,75
P03167,86,220,Forest,54782000.0,78987397.75,28,40,Low,4,1.4,86
P03168,151,220,Desert,69762000.0,87270175.78,8,10,Medium,5,1.2,55
P03169,142,400,Plain,124392000.0,123360513.69,14,13,Low,16,1.46,63
P03170,340,765,Plain,336600000.0,472864259.41,13,18,High,4,1.1,61
P03171,126,765,Forest,181326600.0,195022853.93,17,18,Medium,9,1.23,90
P03172,242,132,Hilly,83635200.0,96017194.93,10,11,High,10,1.44,83
P03173,158,132,Desert,42059600.0,49337347.79,19,22,Low,15,1.21,64
P03174,191,765,Desert,268507800.0,400131407.84,21,31,High,15,1.42,57
P03175,129,400,Desert,120898800.0,119742525.61,25,24,Medium,10,1.42,79
P03176,347,765,Desert,388188900.0,543019792.76,30,41,Medium,6,1.13,90
P03177,41,765,Forest,67637700.0,90931967.27,20,26,High,3,1.41,75
P03178,133,765,Forest,224078400.0,295468310.64,26,34,High,14,1.44,66
P03179,158,220,Hilly,82286400.0,102304336.28,22,27,High,7,1.24,82
P03180,182,765,Forest,212940000.0,308624022.97,20,28,Medium,18,1.0,72
P03181,61,765,Plain,70272000.0,91825653.43,21,27,High,16,1.28,75
P03182,199,132,Forest,72953400.0,86584440.52,16,18,Low,4,1.41,89
P03183,263,765,Plain,302976000.0,352172406.39,11,12,Low,4,1.28,62
P03184,55,220,Plain,28682500.0,26191606.19,26,23,Low,10,1.49,92
P03185,186,220,Desert,103834500.0,97781467.45,13,12,Medium,11,1.45,79
P03186,261,765,Plain,274833000.0,336537623.32,25,30,High,7,1.17,70
P03187,228,220,Plain,87780000.0,95472052.21,12,13,Medium,12,1.1,56
P03188,64,765,Plain,76608000.0,87076278.96,15,17,Low,12,1.33,95
P03189,225,765,Forest,368550000.0,509188893.79,20,27,Medium,12,1.4,76
P03190,44,400,Desert,32524800.0,51830813.8,22,35,High,4,1.12,70
P03191,341,765,Forest,490733100.0,736383104.2,24,36,Medium,3,1.23,80
P03192,38,765,Plain,43434000.0,50554044.0,19,22,Low,8,1.27,72
P03193,157,765,Plain,144126000.0,159052045.52,25,27,High,8,1.02,95
P03194,203,400,Hilly,171007200.0,228972996.18,9,12,High,14,1.17,63
P03195,110,400,Hilly,88704000.0,117032167.87,26,34,Low,18,1.12,68
P03196,66,400,Plain,43164000.0,54538202.03,16,20,Medium,17,1.09,72
P03197,166,220,Hilly,86452800.0,133558049.52,19,29,Low,3,1.24,90
P03198,103,132,Desert,33083600.0,49460729.88,11,16,High,5,1.46,81
P03199,94,765,Desert,121908600.0,168694635.14,15,20,High,13,1.31,72
P03200,328,132,Desert,80097600.0,80143713.56,9,9,Medium,15,1.11,91
P03201,33,132,Hilly,10296000.0,14432319.62,27,37,Medium,14,1.3,57
P03202,43,132,Desert,13527800.0,18440716.68,16,21,Medium,13,1.43,64
P03203,210,765,Forest,289926000.0,480507110.37,15,24,High,6,1.18,74
P03204,151,765,Forest,197870400.0,281415625.76,25,35,Medium,11,1.12,56
P03205,293,220,Desert,116189150.0,130066899.64,23,25,Low,12,1.03,78
P03206,272,132,Desert,67020800.0,85409040.67,15,19,Low,4,1.12,68
P03207,343,765,Desert,349757100.0,536464853.98,8,12,High,15,1.03,60
P03208,306,132,Hilly,75643200.0,99925330.19,28,36,Medium,8,1.03,81
P03209,111,132,Plain,30192000.0,35954509.28,28,33,Low,3,1.36,87
P03210,304,400,Hilly,223257600.0,278672830.61,8,9,Low,16,1.02,69
P03211,175,132,Desert,56595000.0,69903443.04,30,37,Low,5,1.47,93
P03212,268,400,Forest,240396000.0,263265076.78,26,28,Low,11,1.15,70
P03213,316,132,Hilly,95558400.0,129687012.01,9,12,Low,13,1.26,73
P03214,143,765,Hilly,172972800.0,231897674.03,28,37,Medium,13,1.12,66
P03215,112,132,Hilly,36556800.0,54621342.19,13,19,High,17,1.36,58
P03216,150,220,Forest,75075000.0,118615953.5,29,45,Medium,9,1.1,55
P03217,305,132,Plain,82350000.0,97243902.25,17,20,Low,16,1.35,84
P03218,140,400,Forest,147420000.0,190773775.91,17,21,Medium,14,1.35,93
P03219,190,220,Plain,89110000.0,119446300.63,23,30,Low,3,1.34,59
P03220,313,400,Hilly,322264800.0,527137827.98,12,19,Low,4,1.43,69
P03221,180,400,Desert,136620000.0,137978779.82,20,20,Low,18,1.15,61
P03222,282,132,Hilly,67680000.0,76020679.55,12,13,Low,10,1.0,73
P03223,323,220,Plain,163922500.0,214571274.19,25,32,Medium,9,1.45,73
P03224,321,220,Hilly,137516400.0,178522722.53,29,37,Low,12,1.02,61
P03225,195,220,Plain,84630000.0,82658740.57,16,15,Low,8,1.24,88
P03226,292,400,Desert,194647200.0,183812894.7,10,9,Low,7,1.01,65
P03227,344,132,Plain,99760000.0,151325488.77,11,16,High,7,1.45,68
P03228,257,400,Forest,218501400.0,239249210.63,23,25,Medium,11,1.09,92
P03229,336,220,Plain,159936000.0,188905966.49,12,14,High,7,1.36,81
P03230,251,765,Hilly,406620000.0,607116623.89,18,26,Low,14,1.5,64
P03231,99,132,Forest,36293400.0,48348438.11,29,38,High,8,1.41,65
P03232,126,220,Hilly,61387200.0,98668310.82,8,12,Medium,6,1.16,75
P03233,272,132,Forest,99008000.0,134881336.45,18,24,Medium,8,1.4,93
P03234,43,765,Hilly,62694000.0,96805967.77,27,41,Low,3,1.35,87
P03235,101,132,Hilly,32724000.0,36469327.36,14,15,Low,10,1.35,78
P03236,264,132,Desert,75504000.0,70529666.83,17,15,Low,14,1.3,88
P03237,97,132,Plain,25220000.0,36138349.7,9,12,Medium,6,1.3,59
P03238,333,400,Hilly,318880800.0,359109577.2,30,33,Low,11,1.33,73
P03239,68,220,Plain,31178000.0,32036817.83,18,18,Low,7,1.31,94
P03240,291,220,Plain,105924000.0,138083207.13,25,32,High,16,1.04,62
P03241,218,220,Desert,101555300.0,121061303.49,15,17,Medium,7,1.21,61
P03242,193,132,Desert,47130600.0,59846450.31,22,27,Low,18,1.11,64
P03243,240,220,Hilly,110880000.0,151033762.62,19,25,Medium,5,1.1,70
P03244,77,400,Forest,82882800.0,127258685.11,15,23,Medium,4,1.38,84
P03245,140,400,Desert,126588000.0,160897841.55,16,20,Medium,13,1.37,92
P03246,84,765,Desert,90644400.0,105373252.88,13,15,Medium,17,1.09,65
P03247,299,400,Forest,263538600.0,389741912.13,20,29,Low,10,1.13,63
P03248,174,132,Desert,43256400.0,48863909.8,25,28,Low,9,1.13,74
P03249,72,132,Hilly,24537600.0,30312755.99,12,14,Medium,13,1.42,94
P03250,202,765,Hilly,272700000.0,317565224.64,12,13,Medium,10,1.25,95
P03251,75,400,Forest,83655000.0,99960318.56,26,31,Medium,8,1.43,90
P03252,323,400,Plain,215118000.0,243258163.47,13,14,High,13,1.11,67
P03253,58,220,Hilly,34834800.0,44863050.21,30,38,Low,12,1.43,62
P03254,195,132,Plain,51090000.0,51786557.32,25,25,Medium,17,1.31,95
P03255,208,132,Plain,59904000.0,79668038.36,18,23,Low,5,1.44,67
P03256,127,220,Forest,73964800.0,107457414.59,8,11,High,18,1.28,88
P03257,147,765,Forest,185749200.0,263147942.88,11,15,Medium,5,1.08,55
P03258,229,765,Hilly,259686000.0,331948406.08,21,26,High,7,1.05,85
P03259,47,400,Forest,42892200.0,58574650.41,27,36,Medium,14,1.17,60
P03260,327,220,Plain,128184000.0,148272315.05,26,30,Medium,7,1.12,81
P03261,347,400,Hilly,264830400.0,266005437.05,25,25,Low,17,1.06,75
P03262,101,220,Hilly,53025000.0,54001027.51,30,30,Low,7,1.25,88
P03263,226,765,Hilly,309981600.0,398922696.68,22,28,Medium,7,1.27,72
P03264,241,132,Desert,74228000.0,115576662.76,20,31,High,17,1.4,67
P03265,177,132,Plain,47790000.0,71809036.92,19,28,Medium,3,1.35,62
P03266,162,765,Plain,193914000.0,196784688.53,28,28,Medium,11,1.33,91
P03267,180,400,Forest,168480000.0,227674010.81,21,28,Medium,12,1.2,69
P03268,343,400,Desert,228643800.0,346066746.22,14,21,High,6,1.01,69
P03269,211,220,Forest,136327100.0,196755929.41,13,18,Low,3,1.42,86
P03270,119,220,Hilly,69472200.0,102539884.2,13,19,Medium,14,1.39,83
P03271,99,132,Plain,28116000.0,32052857.61,29,33,High,9,1.42,70
P03272,71,220,Forest,48134450.0,58759232.22,17,20,Low,13,1.49,95
P03273,226,220,Hilly,122446800.0,132023672.15,21,22,Low,11,1.29,77
P03274,80,765,Forest,133848000.0,212534336.49,30,47,High,12,1.43,86
P03275,90,220,Forest,52006500.0,62216047.84,24,28,Low,10,1.27,83
P03276,45,220,Plain,17955000.0,24034937.89,16,21,Low,5,1.14,87
P03277,117,765,Forest,195752700.0,235806937.93,29,34,Medium,13,1.43,89
P03278,45,132,Forest,16965000.0,21398720.2,29,36,High,10,1.45,92
P03279,287,220,Hilly,160318200.0,217004565.53,14,18,High,4,1.33,90
P03280,326,400,Plain,287532000.0,297016644.89,11,11,Low,6,1.47,78
P03281,182,132,Plain,54236000.0,49099544.15,16,14,Low,7,1.49,91
P03282,289,400,Desert,215536200.0,256126614.31,27,32,Low,18,1.13,80
P03283,68,220,Hilly,31416000.0,39755500.23,16,20,High,18,1.1,72
P03284,114,400,Desert,83516400.0,93749157.76,12,13,Low,8,1.11,58
P03285,73,400,Hilly,62546400.0,70344916.14,19,21,Low,14,1.19,93
P03286,289,765,Desert,394831800.0,428321869.62,26,28,Low,12,1.38,82
P03287,219,765,Plain,248346000.0,278832257.12,8,8,High,12,1.26,64
P03288,145,765,Desert,155034000.0,201627992.1,18,23,Low,6,1.08,89
P03289,173,400,Desert,131307000.0,146276229.52,17,18,Low,15,1.15,85
P03290,270,765,Desert,366201000.0,458578861.64,24,30,High,6,1.37,63
P03291,219,765,Hilly,241250400.0,341652998.6,18,25,Medium,7,1.02,64
P03292,269,132,Plain,54338000.0,72063786.85,11,14,High,15,1.01,64
P03293,86,400,Forest,95924400.0,125696216.9,17,22,Medium,14,1.43,58
P03294,269,132,Plain,79086000.0,101279044.23,8,10,High,18,1.47,59
P03295,228,765,Desert,286664400.0,269987235.65,14,13,Medium,11,1.27,93
P03296,56,132,Hilly,19353600.0,26601115.2,23,31,High,17,1.44,67
P03297,127,220,Forest,62985650.0,95668554.18,16,24,High,18,1.09,69
P03298,291,220,Hilly,180885600.0,212779391.57,30,35,Medium,10,1.48,92
P03299,213,765,Plain,247293000.0,351438288.17,14,19,High,5,1.29,56
P03300,33,765,Hilly,44550000.0,56140570.79,8,10,Low,9,1.25,81
P03301,232,400,Plain,204624000.0,301513083.05,28,41,Medium,4,1.47,83
P03302,261,220,Plain,108706500.0,115706712.65,19,20,Low,11,1.19,95
P03303,101,765,Hilly,118897200.0,127436672.84,26,27,Medium,7,1.09,70
P03304,84,220,Hilly,41277600.0,57312461.2,28,38,High,14,1.17,76
P03305,81,400,Hilly,65901600.0,86471946.75,19,24,Low,14,1.13,62
P03306,58,400,Forest,58812000.0,80734349.39,27,37,High,18,1.3,81
P03307,323,220,Hilly,145156200.0,209319654.18,23,33,Medium,17,1.07,73
P03308,143,220,Plain,61061000.0,66797816.75,29,31,High,13,1.22,90
P03309,49,220,Desert,23581250.0,32744928.81,17,23,Low,3,1.25,58
